,car_name,brand,model,Age_of_vehicle,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
2193,Maruti Ciaz,Maruti,Ciaz,6,50000.0,Individual,Petrol,Manual,20.73,1373.0,91.1,5.0,6.8,11.595719424460432
2196,Mahindra XUV500,Mahindra,XUV500,8,72500.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.11,20.01618556701031
2198,Hyundai Verna,Hyundai,Verna,11,55000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,4.5,15.48
2199,Hyundai i20,Hyundai,i20,12,115000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5.0,3.25,10.81
2200,Mahindra KUV,Mahindra,KUV,7,53000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,4.0,7.715
2205,Hyundai i20,Hyundai,i20,8,31695.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.89,10.81
2206,Hyundai i20,Hyundai,i20,7,37962.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,7.15,10.810042134831459
2207,Maruti Ertiga,Maruti,Ertiga,10,58277.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,5.9,10.45789156626506
2211,Maruti Swift Dzire,Maruti,Swift Dzire,5,53000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,7.53,8.329472891566265
2212,Maruti Alto,Maruti,Alto,15,80000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.35,4.112027027027027
2213,Hyundai i20,Hyundai,i20,12,25590.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.19,10.81
2214,Maruti Swift,Maruti,Swift,8,41000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.15,7.746715686274511
2217,Maruti Alto,Maruti,Alto,14,46000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,4.112027027027027
2220,Maruti Wagon R,Maruti,Wagon R,11,42710.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,2.85,6.3
2222,Honda Jazz,Honda,Jazz,5,30000.0,Individual,Petrol,Manual,18.2,1199.0,88.7,5.0,7.4,10.175
2223,Mahindra XUV500,Mahindra,XUV500,9,43943.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,7.75,20.0
2224,Renault Duster,Renault,Duster,10,75704.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,5.9,14.16888888888889
2226,Maruti Swift,Maruti,Swift,7,60000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,5.9,7.746715686274511
2228,Maruti Ertiga,Maruti,Ertiga,8,98000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,7.5,10.45789156626506
2229,Maruti Wagon R,Maruti,Wagon R,9,43000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.8,6.295
2230,Hyundai Verna,Hyundai,Verna,10,60000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,4.85,14.583057553956834
2232,Hyundai Grand,Hyundai,Grand,6,10000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.0,7.071195054945055
2233,Hyundai Grand,Hyundai,Grand,7,29901.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.5,7.23
2235,Mahindra XUV500,Mahindra,XUV500,7,49000.0,Dealer,Diesel,Automatic,16.0,2179.0,140.0,7.0,13.0,19.98
2237,Maruti Vitara,Maruti,Vitara,6,54452.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.5,10.815
2238,Maruti Alto,Maruti,Alto,8,70000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.1,4.095
2240,Skoda Rapid,Skoda,Rapid,9,69000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.5,5.0,4.5,12.28091836734694
2243,Maruti Swift Dzire,Maruti,Swift Dzire,5,29000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,7.75,8.329472891566265
2244,Mahindra Thar,Mahindra,Thar,5,40000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,8.5,15.33
2249,Toyota Innova,Toyota,Innova,8,124000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8.0,11.5,24.861428571428572
2250,Volkswagen Vento,Volkswagen,Vento,7,43000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,6.9,13.46
2253,Maruti Ignis,Maruti,Ignis,5,18000.0,Dealer,Diesel,Manual,26.8,1248.0,74.0,5.0,6.4,7.074298245614036
2257,Maruti Wagon R,Maruti,Wagon R,15,80000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5.0,1.75,6.3
2258,Hyundai i20,Hyundai,i20,8,52000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.35,10.81
2259,Maruti Alto,Maruti,Alto,8,34000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.55,4.095
2260,Honda Amaze,Honda,Amaze,10,164000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.35,10.425
2262,Mahindra KUV,Mahindra,KUV,7,41256.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,4.49,7.8038333333333325
2263,Maruti Alto,Maruti,Alto,14,25000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.55,4.112027027027027
2264,Renault KWID,Renault,KWID,6,33000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,3.6,5.385
2266,Maruti Swift,Maruti,Swift,5,25000.0,Individual,Petrol,Automatic,22.0,1197.0,81.8,5.0,6.3,7.85
2267,Maruti Ciaz,Maruti,Ciaz,9,64000.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5.0,5.75,11.595719424460432
2268,Hyundai i20,Hyundai,i20,12,80000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,3.2,10.81
2269,Maruti Wagon R,Maruti,Wagon R,14,59000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5.0,1.65,6.185586145648313
2271,Maruti Wagon R,Maruti,Wagon R,14,23710.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.9,6.185586145648313
2274,Renault KWID,Renault,KWID,5,36000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,3.95,5.067586206896552
2275,Maruti Celerio,Maruti,Celerio,6,15500.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.85,5.925
2278,Maruti Ertiga,Maruti,Ertiga,11,73000.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,5.89,10.45789156626506
2282,Volkswagen Polo,Volkswagen,Polo,5,18523.0,Dealer,Petrol,Automatic,17.21,1798.0,189.0,4.0,8.75,9.283830409356725
2285,Ford Ecosport,Ford,Ecosport,4,67000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,9.79,11.975
2287,Maruti Wagon R,Maruti,Wagon R,8,50000.0,Individual,CNG,Manual,26.6,998.0,58.16,5.0,4.5,6.25
2289,Hyundai Grand,Hyundai,Grand,7,40125.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.4,7.23
2290,Hyundai i20,Hyundai,i20,14,57000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,2.75,10.810042134831459
2291,Hyundai Grand,Hyundai,Grand,4,15000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.75,7.24
2292,Ford Ecosport,Ford,Ecosport,8,39720.0,Dealer,Petrol,Manual,18.88,999.0,123.24,5.0,6.5,11.718629283489095
2293,Ford Ecosport,Ford,Ecosport,6,26000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,7.0,11.73
2295,Maruti Vitara,Maruti,Vitara,5,15734.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,10.2,10.815
2298,Maruti Wagon R,Maruti,Wagon R,15,55000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,1.75,6.42
2300,Maruti Vitara,Maruti,Vitara,5,30000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.6,10.815
2304,Maruti Wagon R,Maruti,Wagon R,18,138008.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.1,6.42
2306,Honda Amaze,Honda,Amaze,5,41612.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5.0,5.75,8.74
2308,Toyota Innova,Toyota,Innova,9,69000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,11.2,24.861428571428572
2311,Hyundai i20,Hyundai,i20,12,89000.0,Dealer,Petrol,Automatic,15.0,1396.0,100.0,5.0,3.25,10.575
2312,Mahindra XUV500,Mahindra,XUV500,11,200000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,6.0,19.61
2313,Maruti Celerio,Maruti,Celerio,7,16000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.45,6.04
2316,Hyundai Verna,Hyundai,Verna,11,71452.0,Dealer,Diesel,Automatic,19.08,1582.0,126.32,5.0,4.95,15.48
2317,Ford Figo,Ford,Figo,8,52000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,5.5,9.355
2319,Mahindra XUV500,Mahindra,XUV500,8,135884.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,9.5,20.01618556701031
2321,Ford Ecosport,Ford,Ecosport,8,60000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,8.0,11.985
2322,Honda City,Honda,City,7,100000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,8.5,16.02
2323,Renault KWID,Renault,KWID,7,35000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.99,5.385
2324,Maruti Swift,Maruti,Swift,8,107000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,6.0,7.746715686274511
2325,Volkswagen Polo,Volkswagen,Polo,9,68000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,4.5,9.283830409356725
2326,Tata Tiago,Tata,Tiago,5,14902.0,Dealer,Petrol,Manual,23.84,1199.0,83.83,5.0,3.1,7.115
2328,Renault Duster,Renault,Duster,8,80342.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,5.8,14.16888888888889
2330,Maruti Swift Dzire,Maruti,Swift Dzire,10,21000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,4.7,8.62
2331,Renault Duster,Renault,Duster,10,53000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,4.75,14.16888888888889
2333,Maruti Wagon R,Maruti,Wagon R,6,17745.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,5.0,6.185586145648313
2334,Honda Amaze,Honda,Amaze,10,54642.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.9,10.15
2335,Hyundai i10,Hyundai,i10,13,77739.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,2.9,7.24
2336,Maruti Celerio,Maruti,Celerio,7,36000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.5,5.983255208333333
2337,Hyundai Grand,Hyundai,Grand,5,31025.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.96,7.24
2338,Maruti Vitara,Maruti,Vitara,7,83000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,6.5,10.815
2340,Maruti Ignis,Maruti,Ignis,6,26000.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5.0,4.9,7.074298245614036
2341,Volkswagen Vento,Volkswagen,Vento,4,4200.0,Dealer,Petrol,Manual,15.04,1598.0,103.2,5.0,8.75,13.46
2342,Toyota Innova,Toyota,Innova,10,74000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,9.5,24.861428571428572
2343,Skoda Rapid,Skoda,Rapid,7,56789.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,7.75,12.28091836734694
2344,Maruti Ertiga,Maruti,Ertiga,7,37000.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7.0,6.95,10.45789156626506
2348,Hyundai i20,Hyundai,i20,11,90000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,3.1,10.565
2349,Ford Figo,Ford,Figo,8,20319.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,3.55,7.605
2350,Renault Duster,Renault,Duster,9,76000.0,Dealer,Diesel,Manual,19.64,1461.0,108.45,5.0,5.41,14.16888888888889
2351,Toyota Innova,Toyota,Innova,11,174000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,8.5,24.861428571428572
2357,Maruti Swift Dzire,Maruti,Swift Dzire,13,80000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,3.25,8.329472891566265
2358,Hyundai i20,Hyundai,i20,7,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.4,10.565
2359,Hyundai Creta,Hyundai,Creta,6,45000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,11.75,16.055
2360,Maruti Wagon R,Maruti,Wagon R,7,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.5,6.295
2361,Hyundai i20,Hyundai,i20,13,77000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.0,10.810042134831459
2362,Hyundai i20,Hyundai,i20,10,33000.0,Individual,Petrol,Manual,18.5,1197.0,82.9,5.0,3.25,10.575
2363,Mahindra XUV500,Mahindra,XUV500,8,57000.0,Individual,Diesel,Manual,16.0,1997.0,140.0,7.0,9.25,20.0
2365,Tata Safari,Tata,Safari,10,120000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,6.0,18.13
2366,Hyundai i10,Hyundai,i10,14,120000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.5,7.138266666666667
2367,Maruti Ciaz,Maruti,Ciaz,9,43612.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,5.55,11.73
2369,Hyundai i20,Hyundai,i20,5,49000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,8.4,11.26
2371,Honda City,Honda,City,9,63000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.75,15.1924613003096
2372,Maruti Ertiga,Maruti,Ertiga,5,78000.0,Dealer,CNG,Manual,26.08,1462.0,91.19,7.0,8.25,10.45789156626506
2375,Honda City,Honda,City,6,19900.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,9.5,14.945
2377,Maruti Baleno,Maruti,Baleno,8,47000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.7,8.89
2378,Maruti Wagon R,Maruti,Wagon R,12,75000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,2.75,6.25
2379,Tata Tiago,Tata,Tiago,6,30000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.5,6.773722222222222
2380,Honda City,Honda,City,15,75000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,1.9,15.1924613003096
2382,Tata Tiago,Tata,Tiago,4,35000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.9,6.81
2384,Ford Figo,Ford,Figo,7,145000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5.0,4.0,9.395
2385,Honda City,Honda,City,8,30000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,5.1,14.945
2386,Maruti Alto,Maruti,Alto,9,45000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,2.5,4.112027027027027
2387,Volkswagen Polo,Volkswagen,Polo,5,14000.0,Dealer,Petrol,Manual,18.24,999.0,108.62,5.0,6.55,9.2
2389,Renault KWID,Renault,KWID,6,15000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,3.5,5.385
2393,Renault KWID,Renault,KWID,6,16000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,3.15,5.067586206896552
2394,Hyundai Grand,Hyundai,Grand,8,20000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,5.0,7.071195054945055
2396,Maruti Swift Dzire,Maruti,Swift Dzire,9,64000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,5.45,8.329472891566265
2397,Maruti Ertiga,Maruti,Ertiga,11,67000.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,6.25,10.45789156626506
2398,Honda Jazz,Honda,Jazz,7,10000.0,Individual,Petrol,Manual,18.7,1199.0,88.7,5.0,5.0,9.645
2399,Honda City,Honda,City,9,70000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.4,16.2
2400,Hyundai i20,Hyundai,i20,7,50507.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,10.565
2402,Honda City,Honda,City,9,73000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,6.25,16.41
2404,Maruti Alto,Maruti,Alto,14,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.25,4.112027027027027
2405,Maruti Wagon R,Maruti,Wagon R,10,83000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,3.35,6.42
2406,Maruti Wagon R,Maruti,Wagon R,8,40000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.5,6.3
2407,Hyundai Grand,Hyundai,Grand,6,32212.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,5.0,7.24
2408,Hyundai Creta,Hyundai,Creta,5,24000.0,Dealer,Diesel,Automatic,17.6,1582.0,126.2,5.0,13.5,16.575
2409,Maruti Swift,Maruti,Swift,12,70000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,3.25,7.85
2410,Maruti Swift Dzire,Maruti,Swift Dzire,6,124000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,5.9,8.329472891566265
2411,Hyundai i20,Hyundai,i20,11,36000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.85,10.575
2412,Maruti Alto,Maruti,Alto,6,34153.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,3.2,4.112027027027027
2414,Mahindra KUV,Mahindra,KUV,6,50000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,3.9,7.715
2415,Volkswagen Polo,Volkswagen,Polo,7,45000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,6.65,9.49
2416,Maruti Wagon R,Maruti,Wagon R,12,48000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,2.35,6.3
2419,Tata Tigor,Tata,Tigor,5,60000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,5.5,7.435
2420,Maruti Swift,Maruti,Swift,8,78000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,4.5,7.86
2424,Hyundai Verna,Hyundai,Verna,10,51000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,6.25,15.205
2425,Maruti Ertiga,Maruti,Ertiga,9,62000.0,Dealer,CNG,Manual,22.8,1373.0,80.9,7.0,6.5,10.45789156626506
2426,Hyundai i20,Hyundai,i20,9,62000.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,4.3,11.02
2429,Honda City,Honda,City,14,120000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,2.35,14.945
2431,Toyota Innova,Toyota,Innova,15,165999.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,4.61,24.861428571428572
2432,Hyundai i20,Hyundai,i20,11,24600.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.3,10.575
2434,Maruti Baleno,Maruti,Baleno,5,17947.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,8.25,8.89
2439,Maruti Swift Dzire,Maruti,Swift Dzire,5,29000.0,Dealer,Petrol,Automatic,18.5,1197.0,83.14,5.0,6.3,8.329472891566265
2442,Maruti Wagon R,Maruti,Wagon R,10,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.6,6.185586145648313
2444,Hyundai Creta,Hyundai,Creta,8,67000.0,Dealer,Diesel,Automatic,17.01,1582.0,126.2,5.0,10.59,16.575
2447,Maruti Wagon R,Maruti,Wagon R,10,62500.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,3.0,6.3
2450,Hyundai Santro,Hyundai,Santro,4,4700.0,Individual,Petrol,Automatic,20.3,1086.0,68.0,5.0,5.5,6.66
2451,Maruti Swift Dzire,Maruti,Swift Dzire,5,27000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,7.25,8.329472891566265
2453,Ford Figo,Ford,Figo,11,46573.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,2.69,7.4
2454,Maruti Ertiga,Maruti,Ertiga,7,68500.0,Dealer,Petrol,Automatic,17.03,1373.0,91.1,7.0,7.65,10.615
2457,Maruti Swift Dzire,Maruti,Swift Dzire,11,70000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,4.85,8.329472891566265
2458,Tata Tigor,Tata,Tigor,6,24900.0,Dealer,Diesel,Manual,24.7,1047.0,69.0,5.0,6.75,7.541666666666668
2460,Hyundai Grand,Hyundai,Grand,7,20000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,5.1,7.24
2461,Honda City,Honda,City,16,70000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,3.5,14.775
2462,Maruti Swift,Maruti,Swift,10,79000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.48,7.746715686274511
2463,Tata Tiago,Tata,Tiago,6,20000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,4.9,6.81
2464,Maruti Alto,Maruti,Alto,6,90000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.55,4.13
2465,Maruti Swift,Maruti,Swift,6,36000.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,5.75,7.86
2466,Mahindra XUV500,Mahindra,XUV500,9,72125.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,8.0,19.37
2467,Mahindra Bolero,Mahindra,Bolero,7,80000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,7.0,9.77591503267974
2470,Maruti Wagon R,Maruti,Wagon R,10,55149.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.11,6.28
2472,Volkswagen Polo,Volkswagen,Polo,5,22000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.6,5.0,7.6,9.49
2475,Toyota Innova,Toyota,Innova,12,68900.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,6.65,24.861428571428572
2476,Maruti Ciaz,Maruti,Ciaz,6,27400.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,6.55,11.595719424460432
2479,Maruti Swift Dzire,Maruti,Swift Dzire,7,30000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5.0,6.0,8.62
2482,Honda City,Honda,City,7,57000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,7.25,15.1924613003096
2483,Maruti Swift Dzire,Maruti,Swift Dzire,5,70000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.5,8.329472891566265
2484,Maruti Celerio,Maruti,Celerio,6,66000.0,Individual,CNG,Manual,31.79,998.0,58.2,5.0,4.5,5.983255208333333
2485,Honda Amaze,Honda,Amaze,8,65445.0,Trustmark Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,4.99,8.85
2486,Tata Tiago,Tata,Tiago,5,42000.0,Dealer,Diesel,Manual,27.28,1047.0,69.0,5.0,4.95,6.773722222222222
2487,Honda Amaze,Honda,Amaze,10,31497.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.93,8.76
2488,Maruti Baleno,Maruti,Baleno,5,26600.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,6.65,8.89
2490,Hyundai i20,Hyundai,i20,4,5000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,7.1,10.575
2493,Renault KWID,Renault,KWID,5,10000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,3.85,5.27
2494,Hyundai i20,Hyundai,i20,10,62000.0,Dealer,Diesel,Manual,21.9,1396.0,90.0,5.0,4.25,11.26
2496,Hyundai Grand,Hyundai,Grand,7,42845.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.38,7.24
2497,Maruti Swift Dzire,Maruti,Swift Dzire,5,115000.0,Individual,CNG,Manual,26.55,1197.0,81.8,5.0,4.5,7.18
2498,Maruti Vitara,Maruti,Vitara,4,29000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,10.55,10.815
2500,Toyota Innova,Toyota,Innova,13,191876.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,6.7,24.861428571428572
2501,Maruti Swift,Maruti,Swift,8,110000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,5.0,7.746715686274511
2502,Maruti Alto,Maruti,Alto,12,69000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.4,4.112027027027027
2503,Hyundai i10,Hyundai,i10,12,24600.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.4,7.138266666666667
2504,Maruti Baleno,Maruti,Baleno,6,34428.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.25,8.89
2505,Maruti Baleno,Maruti,Baleno,7,49551.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.2,8.89
2507,Hyundai i10,Hyundai,i10,14,57800.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.55,7.138266666666667
2508,Honda City,Honda,City,6,44897.0,Dealer,Petrol,Automatic,18.0,1497.0,117.6,5.0,8.5,14.945
2509,Maruti Swift Dzire,Maruti,Swift Dzire,5,35000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,8.0,8.329472891566265
2510,Toyota Innova,Toyota,Innova,6,55000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,8.0,17.55,24.861428571428572
2512,Tata Tiago,Tata,Tiago,4,35000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,5.5,6.773722222222222
2514,Maruti Ertiga,Maruti,Ertiga,10,73000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,6.65,10.45789156626506
2515,Mahindra Scorpio,Mahindra,Scorpio,12,105000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,4.6,17.425
2516,Hyundai Elantra,Hyundai,Elantra,6,55000.0,Dealer,Diesel,Automatic,18.23,1582.0,126.2,5.0,15.0,23.875
2517,Maruti Baleno,Maruti,Baleno,6,43000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,7.0,8.89
2519,Maruti Swift,Maruti,Swift,5,20000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,7.9,7.746715686274511
2520,Volkswagen Vento,Volkswagen,Vento,11,70000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5.0,2.8,13.294659090909091
2522,Maruti Wagon R,Maruti,Wagon R,7,51000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.75,6.14
2523,Hyundai i20,Hyundai,i20,7,27884.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.29,10.81
2524,Hyundai i20,Hyundai,i20,6,37000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,6.8,11.25
2527,Maruti Swift Dzire,Maruti,Swift Dzire,8,104000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,3.95,8.329472891566265
2530,Maruti Wagon R,Maruti,Wagon R,13,57000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,2.11,6.185586145648313
